unitid,ftstu,apfee,applfeeu,applfeeg,applfeep,chgper1,chgper2,chgper3,chgper4,chgper5,tuition1,tuition2,tuition3,tuition4,tpugcred,tpugcont,tuition5,tuition6,tuition7,tuition8,tpgdcred,isprof1,osprof1,isprof2,osprof2,isprof3,osprof3,isprof4,osprof4,isprof5,osprof5,isprof6,osprof6,isprof7,osprof7,isprof8,osprof8,isprof9,osprof9,isprof10,osprof10,isprof11,osprof11,profna,tpfpcred,room,roomcap,board,mealswk,mealsvry,roomamt,boardamt,roombord,rmbrdamt,prgmoffr,pg300,cipcode1,ciptuit1,cipsupp1,ciplgth1,cipenrl1,cipcomp1,cipcode2,ciptuit2,cipsupp2,ciplgth2,cipenrl2,cipcomp2,cipcode3,ciptuit3,cipsupp3,ciplgth3,cipenrl3,cipcomp3,cipcode4,ciptuit4,cipsupp4,ciplgth4,cipenrl4,cipcomp4,cipcode5,ciptuit5,cipsupp5,ciplgth5,cipenrl5,cipcomp5,cipcode6,ciptuit6,cipsupp6,ciplgth6,cipenrl6,cipcomp6
"422428","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","2",490107,2725,,40,160,92,490199,3000,,125,61,24,490102,4000,,250,3,7,490101,1500,,10,2,4,490101,2200,,10,2,0,490199,1100,,10,3,1
"422446","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",120502,595,,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422525","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",120502,420,,40,10,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422543","1","1","75","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",120403,4999,,1250,30,15,120403,1384,,200,4,20,120401,1591,,300,0,1,120403,1910,,500,2,1,120403,1231,,300,0,1,,,,,,
"422561","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",81199,1995,,96,121,60,119999,425,,30,2,6,,,,,,,,,,,,,,,,,,,,,,,,
"422622","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422631","1","1","75","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",520101,2550,,300,1,0,200699,1900,,300,0,1,470101,3485,,420,17,16,150403,4400,,520,20,15,470104,4550,,520,8,,,,,,,
"422640","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422686","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","1",110501,4995,,320,12,,150301,6550,,480,4,,480212,4995,,320,5,,,,,,,,,,,,,,,,,,,
"422695","1","1","75","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","6","1",510801,4595,,720,32,22,510901,8995,,1140,50,37,511614,1088,,160,4,37,512308,8790,,1200,51,38,521205,6350,,720,,0,,,,,,
"422710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422729","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",470403,2650,600,120,,,470403,4150,600,248,,,470403,6150,600,568,,,,,,,,,,,,,,,,,,,,
"422756","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",490205,3450,,160,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422765","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",490205,4055,,168,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422774","1","","","","","","","1","","","1299","1299","1299","","","","2399","2399","2399","","","","","","","","","","","","","","","","","","","","","1433","1433","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422783","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",490205,2800,,160,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422792","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,4573,,1600,45,,120406,1873,,400,2,,120401,2000,,600,0,,,,,,,,,,,,,,,,,,,
"422817","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","1","2",490205,4055,25,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422862","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",129999,4500,,397,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"422978","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2",521501,200,,50,45,,521501,75,,12,0,,521501,396,,60,15,,,,,,,,,,,,,,,,,,,
"423041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423120","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",510801,3500,250,840,,,510601,3500,250,720,,,511699,2800,250,600,,,110101,3500,250,720,,,,,,,,,,,,,,
"423139","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",110201,3100,350,780,,,510601,3100,220,840,,,510801,3100,250,840,,,120403,4995,,1206,,,,,,,,,,,,,,
"423175","1","1","15","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",520903,1995,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423227","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",120403,7850,590,1000,,,120403,2750,250,350,,,120403,785,275,100,,,120402,7850,590,1000,,,120402,3950,250,500,,,,,,,,
"423236","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",120402,3250,,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423245","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",490205,3875,50,480,,,490205,3380,50,150,,,490205,2650,50,80,,,490205,1750,0,40,,,,,,,,,,,,,,
"423324","1","1","100","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","1",490107,3219,,70,66,35,490107,3848,,100,20,24,490107,7374,,70,18,16,490102,9124,,120,16,17,490102,2417,,40,4,4,490102,4415,,40,3,5
"423397","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",460302,3530,1500,1000,,,150501,3250,1500,900,,,120501,3250,1500,900,,,460501,3530,1500,1000,,,,,,,,,,,,,,
"423412","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","4","1",120402,3802,,1500,17,14,120402,871,,300,2,1,120402,2175,,1000,0,0,120402,770,,300,0,1,,,,,,,,,,,,
"423430","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2",81105,1950,,150,17,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423458","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",490205,3700,22,480,,,490205,3550,22,150,,,490205,2650,22,80,,,490205,1750,22,40,,,,,,,,,,,,,,
"423476","1","1","30","","","1","","","","","2475","2475","2475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423494","1","2","","","","","","","","1","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423500","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,4100,400,1500,,,120406,1125,275,390,,,120499,2200,100,1200,,,,,,,,,,,,,,,,,,,,
"423528","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",520901,3900,,450,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423537","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",520499,4600,,600,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423546","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",520499,4600,,600,5,13,520404,4400,,600,1,6,520499,2700,,330,0,5,520499,2700,,330,0,6,,,,,,,,,,,,
"423564","1","1","150","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1",151001,6140,,720,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423582","1","1","100","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","1",520302,5760,0,720,,,520408,5760,0,720,,,520407,5760,0,720,,,510705,5880,0,735,,,520403,5880,0,735,,,510708,7200,0,900,,
"423591","1","1","25","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1",120503,5300,,360,0,7,120501,4100,,250,4,9,,,,,,,,,,,,,,,,,,,,,,,,
"423607","1","1","50","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",521299,8650,500,720,,,150301,12850,1200,720,,,110201,15095,700,1020,,,521204,12150,500,1020,,,110201,8650,700,720,,,,,,,,
"423616","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",81199,6050,299,720,,,520902,6050,266,720,,,110101,8050,310,720,,,,,,,,,,,,,,,,,,,,
"423625","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","2",490304,995,,90,7,,490304,625,,32,2,,490304,225,,8,2,,,,,,,,,,,,,,,,,,,
"423634","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1",120403,5200,250,1500,,,120403,1075,150,300,,,120403,700,0,300,,,,,,,,,,,,,,,,,,,,
"423643","1","1","30","30","","","","1","","","12035","12035","13185","","","","15275","15275","16821","","","","","","","","","","","22620","22620","","","","","","","","","","","","","","","1","","2","","","6840","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423652","1","2","","","","1","","","","","1308","1308","4188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423661","1","1","75","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1",150402,6575,0,720,,,150402,4975,0,780,,,520302,6575,0,720,,,520302,4975,0,480,,,,,,,,,,,,,,
"423670","1","1","30","","","1","","","","","5985","5985","5985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423698","1","1","20","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","1",520201,8400,710,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423713","1","","","","","1","","","","","7500","7500","7500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","2","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423731","1","2","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1",119999,1500,,320,25,95,520499,1100,,240,8,30,510708,1250,,280,3,6,,,,,,,,,,,,,,,,,,
"423740","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2",490205,3150,,80,2,,490205,3150,,160,3,,,,,,,,,,,,,,,,,,,,,,,,,
"423759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423777","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423786","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","2",521501,85,,45,60,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"423795","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1",120405,1815,,300,9,58,120405,3885,,600,17,18,120405,5790,,1000,2,8,120405,1995,,160,12,0,120405,1200,,150,18,23,,,,,,
